,F1,F2,F3,F4,F5,F6,F7,F8,Class
1734,0.05870,0.33206,0.32276,0.37874,0.33582,0.36017,0.56987,0.40617,No
1735,0.13428,0.30464,0.29588,0.42486,0.38452,0.40800,0.37692,0.38921,No
1736,0.14139,0.20779417458829874,0.30835,0.48308,0.39353,0.44351,0.382786678242288,0.48815,No
1737,0.11391,0.29132,0.32522,0.43658,0.39422,0.41842,0.41218,0.40582,No
1738,0.32572,0.12596,0.31941228636485386,0.41605,0.35139,0.38766,0.35513,0.54892,No
1739,0.02209,0.43731,0.35715,0.49769,0.44781,0.47626,0.382786678242288,0.52762,No
1740,0.15501,0.21101,0.31024,0.43222,0.36952,0.40476,0.32244,0.45898,No
1741,0.25374,0.29972,0.39347,0.45734,0.37244,0.41982,0.40321,0.48373,No
1742,0.14229,0.18708,0.31941228636485386,0.47439,0.35876,0.42290,0.40769,0.37528,No
1743,0.12843,0.24833,0.25783,0.34208,0.30366,0.32546,0.32500,0.29604,No
1744,0.13350,0.22716,0.31456,0.37043,0.36047,0.36687,0.42308,0.38641,No
1745,0.21292,0.48023,0.42339,0.45780,0.42075,0.44212,0.382786678242288,0.49993,No
1746,0.15529,0.20779417458829874,0.29266,0.38165,0.31723,0.35327,0.34295,0.38751,No
1747,0.08344,0.20651,0.17725,0.28601,0.21458,0.25418,0.17756,0.27704,No
1748,0.26411,0.19275,0.38351,0.48599,0.39240,0.44458,0.40705,0.56631,No
1749,0.13410,0.19913,0.31941228636485386,0.42003,0.3733294661825993,0.38273,0.38846,0.38395,No
1750,0.01229,0.39537,0.30446,0.44971,0.41348,0.43437,0.42244,0.42001,No
1751,0.22989,0.14224,0.33170,0.42175,0.36316,0.39614,0.28141,0.44210,No
1752,0.16897,0.21745,0.36743,0.54074,0.40339,0.41793702492629414,0.39744,0.62560,No
1753,0.20128,0.27529,0.37927,0.47849,0.37788,0.43386,0.47949,0.49485,No
1754,0.27785,0.20444,0.40507,0.53189,0.43779,0.49037,0.45641,0.61265,No
1755,0.17419,0.17245,0.24031,0.40355,0.25816,0.33829,0.19936,0.35953,No
1756,0.06603,0.19312,0.24188,0.34471,0.32014,0.33442,0.31282,0.32525,No
1757,0.19749,0.10862,0.35436,0.38431,0.35823,0.37343,0.22949,0.35703,No
1758,0.42241,0.17424,0.39570,0.49997,0.37947,0.44632,0.34936,0.46326046862375425,No
1759,0.10965,0.25905,0.30788,0.49672,0.39038,0.44953,0.38590,0.54933,No
1760,0.06013,0.14882,0.19746,0.54487,0.45430,0.50500,0.382786678242288,0.55831,No
1761,0.16404,0.20300,0.28345,0.43322,0.37366,0.40720,0.43846,0.38951,No
1762,0.17330,0.19658,0.35970,0.49793,0.39680,0.45312,0.37179,0.56542,No
1763,0.10990,0.20779417458829874,0.40027,0.55373,0.49862,0.53006,0.382786678242288,0.49045,No
1764,0.32441,0.30109,0.45338,0.57519,0.49819,0.54159,0.34359,0.64891,No
1765,0.18550,0.16967,0.29560,0.48597,0.37807,0.43803,0.46538,0.49823,No
1766,0.23761,0.20691,0.36864,0.45449,0.39296,0.42763,0.33397,0.49179,No
1767,0.19810,0.18746,0.33727,0.36326,0.34492,0.35586,0.35192,0.40130,No
1768,0.15983,0.25430,0.32043,0.47564,0.38348,0.43486,0.31795,0.48571,No
1769,0.08919,0.29432,0.30565,0.50594,0.41715,0.46678,0.40128,0.52503,No
1770,0.25287,0.12801,0.28011,0.42823,0.30316,0.37230,0.39038,0.39452,No
1771,0.33207,0.21755,0.41708,0.44415,0.36355,0.40856,0.45385,0.49582,No
1772,0.31254,0.22964,0.40247,0.44764,0.37151,0.41410,0.42244,0.49582,No
1773,0.16092,0.18586,0.32883,0.37649,0.32718,0.35499,0.43910,0.43576,No
1774,0.16513,0.12407,0.25846,0.35387,0.27146,0.31721,0.48462,0.30567,No
1775,0.28966,0.20779417458829874,0.32883,0.44677,0.36070,0.40869,0.30321,0.48756,No
1776,0.30154,0.21874,0.45649,0.53627,0.50451,0.52321,0.382786678242288,0.63457,No
1777,0.23306,0.21381,0.32435,0.47400,0.37074,0.42815,0.41859,0.50165,No
1778,0.13588,0.34361,0.36510,0.47112,0.41978,0.44895,0.46090,0.48979,No
1779,0.01112,0.24761,0.31941228636485386,0.28594,0.27570,0.28203,0.36154,0.18662,No
1780,0.19723943658210857,0.25091,0.34047,0.53055,0.3733294661825993,0.48565,0.37564,0.48571,No
1781,0.22232,0.22010,0.37661,0.48005,0.43514,0.46083,0.36154,0.54707,No
1782,0.12622,0.14107,0.21083,0.49008,0.36143,0.43269,0.37115,0.38600,No
1783,0.04096,0.35482,0.34123,0.44018,0.40478,0.42520,0.44423,0.46805,No
1784,0.20456,0.37464,0.42336,0.51798,0.3733294661825993,0.47502,0.46154,0.50688,No
1785,0.13281,0.18261,0.31394,0.46694,0.38662,0.43154,0.30513,0.48317,No
1786,0.07433,0.14859,0.31941228636485386,0.41190,0.30656,0.36493,0.36987,0.34863,No
1787,0.23852,0.21166,0.33608,0.46738,0.36783,0.42320,0.46923,0.48152,No
1788,0.10524,0.24599,0.32994,0.47758,0.42527,0.45499,0.42244,0.49176,No
1789,0.37257,0.08897,0.38719,0.51342,0.38063,0.41793702492629414,0.31603,0.53870,No
1790,0.05929,0.35215,0.38881,0.45361,0.42907,0.44362,0.36923,0.46731,No
1791,0.22326,0.17581,0.31473,0.43039,0.35616,0.39767,0.34295,0.45596,No
1792,0.22242,0.17757,0.27644,0.45700,0.33079,0.40063,0.29423,0.42755,No
1793,0.15746,0.16487,0.25376,0.48582,0.34920,0.41793702492629414,0.36667,0.49616,No
1794,0.07190,0.29658,0.28615,0.48188,0.40163,0.44655,0.35321,0.45678,No
1795,0.28902,0.24761,0.44313,0.51536,0.47232,0.49710,0.38718,0.60842,No
1796,0.30236,0.26411,0.45976,0.56883,0.45156,0.51684,0.46731,0.66364,No
1797,0.18981,0.09242,0.24880,0.38053,0.34072,0.36338,0.41923,0.36013,No
1798,0.31053,0.23735,0.48781,0.50235,0.43427,0.47262,0.45000,0.60229,No
1799,0.34260,0.15417,0.34695,0.49615,0.37531,0.41793702492629414,0.40769,0.62270,No
1800,0.32057,0.13223,0.29727,0.37039,0.32728,0.35170,0.24679,0.40047,No
1801,0.14635,0.18110,0.35553,0.60162,0.48637,0.55064,0.36923,0.57291,No
1802,0.18944,0.13612,0.29785,0.52181,0.41825,0.41793702492629414,0.43077,0.54790,No
1803,0.14279,0.32394,0.35483,0.42356,0.38012,0.40487,0.30962,0.46109,No
1804,0.25691,0.17119,0.38585,0.48882,0.46900,0.48108,0.382786678242288,0.53003,No
1805,0.28031,0.07708,0.35860,0.27063,0.26846,0.27036,0.22949,0.37559,No
1806,0.20450,0.27837,0.41709,0.50731,0.43146,0.47405,0.46859,0.55537,No
1807,0.16729,0.17745,0.26010,0.53903,0.39818,0.47620,0.382786678242288,0.50632,No
1808,0.39047,0.20206,0.42678,0.50530,0.38475,0.45164,0.38718,0.58367,No
1809,0.03907,0.35050,0.33672,0.46950,0.42888,0.45221,0.38462,0.43518,No
1810,0.24456,0.24761,0.42650,0.51397,0.46577,0.49335,0.38974,0.59308,No
1811,0.24456,0.27512,0.44313,0.52760,0.48043,0.50748,0.38974,0.60842,No
1812,0.07645,0.37845,0.33936,0.53651,0.40058,0.47592,0.45769,0.43033,No
1813,0.32795,0.12351,0.33289,0.55578,0.42519,0.41793702492629414,0.31923,0.46326046862375425,No
1814,0.22363,0.09225,0.20639,0.47519,0.36395,0.42571,0.26731,0.38286,No
1815,0.21241,0.18320,0.29352,0.51306,0.41735,0.47076,0.57756,0.52013,No
1816,0.13768,0.18586,0.31941228636485386,0.33771,0.32371,0.33222,0.30449,0.46326046862375425,No
1817,0.09860,0.22185,0.21591,0.55615,0.40244,0.48751,0.33526,0.44088,No
1818,0.25842,0.18449,0.35137,0.42135,0.36936,0.39875,0.34359,0.45829,No
1819,0.07889,0.22780,0.25217,0.48350,0.36822,0.43219,0.44103,0.47437,No
1820,0.19723943658210857,0.15532,0.34649,0.40697,0.34719,0.38078,0.29423,0.40911,No
1821,0.10163,0.22010,0.21268,0.50418,0.3733294661825993,0.43913,0.40705,0.47257,No
1822,0.21967,0.19281,0.33456,0.52882,0.37885,0.41793702492629414,0.382786678242288,0.50378,No
1823,0.24355,0.21349,0.35269,0.48357,0.42769,0.45936,0.32308,0.50497,No
1824,0.15158,0.28688,0.33444,0.46925,0.39005,0.43436,0.34808,0.46265,No
1825,0.09431,0.15560,0.25679,0.55833,0.47862,0.52345,0.40000,0.56433,No
1826,0.22408,0.19232,0.32231,0.39647,0.36135,0.38150,0.51218,0.39657,No
1827,0.24396,0.41371,0.48182,0.58060,0.51541,0.55240,0.69423,0.56987,No
1828,0.10990,0.31732,0.33177,0.51968,0.3733294661825993,0.47589,0.49679,0.50941,No
1829,0.11019,0.30682,0.30539,0.50723,0.40261,0.46085,0.40641,0.49839,No
1830,0.16360,0.10122,0.22588,0.42250,0.30571,0.37034,0.35641,0.37196,No
1831,0.11769,0.12483,0.24199,0.38257,0.29876,0.34535,0.26987,0.39002,No
1832,0.10858,0.18387,0.19690,0.33346,0.28694,0.31312,0.41282,0.28792,No
1833,0.19128,0.38465,0.42242,0.52194,0.40289,0.46901,0.44744,0.55720,No
1834,0.29494,0.20414,0.40997,0.52321,0.44220,0.48764,0.382786678242288,0.60642,No
1835,0.31086,0.20779417458829874,0.40015,0.51858,0.43483,0.48175,0.382786678242288,0.60851,No
1836,0.20540,0.16340,0.32633,0.48805,0.34617,0.42462,0.45000,0.48656,No
1837,0.21121,0.19779,0.30335,0.41698,0.34967,0.38738,0.34167,0.41483,No
1838,0.16454,0.12530,0.21161,0.45330813950386717,0.3733294661825993,0.29661,0.28526,0.29579,No
1839,0.20316,0.16761,0.31259,0.46681,0.37472,0.42604,0.45385,0.52426,No
1840,0.27804,0.10587,0.35956,0.40115,0.37658,0.39101,0.382786678242288,0.41931,No
1841,0.24093,0.19615,0.35917,0.44777,0.36030,0.41793702492629414,0.41603,0.47150,No
1842,0.55012,0.29175,0.60364,0.52818,0.52076,0.52620,0.54679,0.66193,No
1843,0.19723943658210857,0.16335,0.31941228636485386,0.44965,0.35857,0.40929,0.51410,0.44321,No
1844,0.23761,0.16335,0.32256,0.45174,0.36178,0.41189,0.51410,0.44321,No
1845,0.16777,0.17795,0.25029,0.47222,0.3733294661825993,0.44839,0.25641,0.46505,No
1846,0.11211,0.37656,0.37086,0.52870,0.47377,0.50504,0.48333,0.53267,No
1847,0.25995,0.16084,0.43802,0.51118,0.39620,0.46008,0.382786678242288,0.66505,No
1848,0.04417,0.25510,0.20846,0.30294,0.24885,0.27907,0.57756,0.29397,No
1849,0.15841,0.21562,0.31071,0.50548,0.38332,0.45109,0.49936,0.47843,No
1850,0.19201,0.22572,0.33692,0.50337,0.36679,0.44239,0.40385,0.49234,No
1851,0.16247,0.30157,0.34079,0.51380,0.3733294661825993,0.48253,0.48333,0.51934,No
1852,0.38282,0.29326,0.51906,0.49058,0.40597,0.45328,0.55128,0.58515,No
1853,0.13215,0.09345,0.19120,0.50465,0.32881,0.42577,0.32051,0.45858,No
1854,0.22108,0.13679,0.30558,0.39139,0.31614,0.35810,0.30705,0.45848,No
1855,0.18128,0.20779417458829874,0.27182,0.49775,0.37293,0.41793702492629414,0.382786678242288,0.46727,No
1856,0.17479,0.36050,0.37587,0.51543,0.45742,0.49033,0.55705,0.52304,No
1857,0.20191,0.19726,0.34889,0.40037,0.35406,0.38030,0.34487,0.44539,No
1858,0.29058,0.17313,0.34621,0.45330813950386717,0.3733294661825993,0.41067,0.39167,0.44488,No
1859,0.16974,0.22278,0.27771,0.43586,0.33238,0.38981,0.382786678242288,0.37127,No
1860,0.18217,0.13526,0.24783,0.42062,0.32086,0.37622,0.47179,0.35532,No
1861,0.11676,0.35698,0.32320,0.45330813950386717,0.41578,0.44554,0.50064,0.43833,No
1862,0.29978,0.11804,0.33530,0.40088,0.35744,0.38213,0.33397,0.43871,No
1863,0.19733,0.16788,0.27816,0.40630,0.36930,0.39050,0.40192,0.37935,No
1864,0.20121,0.23622,0.31738,0.46784,0.36998,0.42444,0.45385,0.47949,No
1865,0.22232,0.38517,0.39324,0.55546,0.48197,0.52341,0.35192,0.57774,No
1866,0.06708,0.42545,0.32276,0.43957,0.40688,0.41793702492629414,0.63782,0.41774,No
1867,0.14610,0.23582,0.22694,0.39781,0.32287,0.36468,0.45769,0.29727,No
1868,0.16719,0.20063,0.25352,0.48879,0.37276,0.43716,0.55577,0.48659,No
1869,0.10996,0.18142,0.21272,0.40793,0.29810,0.35891,0.35769,0.25687,No
1870,0.18153,0.23328,0.30363,0.48664,0.38537,0.44173,0.47756,0.45681,No
1871,0.08092,0.21696,0.31941228636485386,0.32117,0.29403,0.30964,0.39808,0.27636,No
1872,0.28071,0.14696,0.40408,0.53449,0.44129,0.49339,0.35128,0.61793,No
1873,0.19723943658210857,0.24662,0.30028,0.46224,0.36775,0.42036,0.46603,0.45582,No
1874,0.23365,0.20882,0.34835,0.44971,0.3733294661825993,0.42359,0.41218,0.44915,No
1875,0.24488,0.17316,0.34104,0.46491,0.39831,0.43576,0.39872,0.50140,No
1876,0.10792,0.21702,0.31941228636485386,0.47429,0.38650,0.43550,0.43013,0.45198,No
1877,0.22911,0.16834,0.29712,0.43422,0.33946,0.39214,0.31731,0.47584,No
1878,0.02926,0.36206,0.29965,0.42261,0.40339,0.41496,0.57756,0.39740,No
1879,0.30262,0.13523,0.32374,0.40134,0.35193,0.37987,0.31090,0.45962,No
1880,0.19128,0.19726,0.23760,0.41544,0.37508,0.39813,0.36154,0.32075,No
1881,0.13888,0.28643,0.27387,0.46055,0.38723,0.42832,0.28141,0.42982,No
1882,0.23798,0.23560,0.37856,0.50893,0.39832,0.45982,0.47821,0.41730,No
1883,0.15576,0.25979,0.33792,0.52115,0.39563,0.46527,0.41218,0.44483,No
1884,0.27490,0.23327,0.37264,0.44704,0.35409,0.40582,0.42821,0.46506,No
1885,0.14528,0.15633,0.29613,0.42195,0.32885,0.38060,0.37500,0.40836,No
1886,0.11216,0.21724,0.31059,0.50210,0.36833,0.44241,0.39167,0.38058,No
1887,0.14693,0.32323,0.40385,0.50398,0.42130,0.46760,0.51410,0.53358,No
1888,0.18670,0.18483,0.29768,0.43933,0.36754,0.40800,0.36410,0.47605,No
1889,0.19368,0.20472,0.31091,0.45006,0.36280,0.41144,0.41859,0.48049,No
1890,0.19723943658210857,0.20223,0.31091,0.45049,0.36240,0.41150,0.41859,0.48189,No
1891,0.19368,0.20472,0.31091,0.45000,0.36279,0.41141,0.41859,0.48049,No
1892,0.25647,0.16802,0.27742,0.39814,0.29738,0.35323,0.33718,0.49612,No
1893,0.08104,0.29082,0.24281,0.47620,0.40820,0.44644,0.43269,0.37809,No
1894,0.20831,0.17186,0.29118,0.45330813950386717,0.37693,0.42119,0.31410,0.44579,No
1895,0.16897,0.20909,0.32482,0.44057,0.31865,0.38612,0.24038,0.50237,No
1896,0.18818,0.22801,0.33228,0.45330813950386717,0.39453,0.45839,0.49423,0.52223,No
1897,0.19723943658210857,0.14499,0.39810,0.29641,0.30429,0.30079,0.39936,0.39212,No
1898,0.13517,0.23161,0.26982,0.37178,0.35158,0.36355,0.54487,0.38349,No
1899,0.35690,0.26243,0.45379,0.40487,0.32775,0.37077,0.47500,0.46326046862375425,No
1900,0.12108,0.27243,0.33929,0.41495,0.37939,0.39983,0.41026,0.41926,No
1901,0.24074,0.20964,0.34778,0.45330813950386717,0.30988,0.36514,0.47051,0.46572,No
1902,0.13476,0.35917,0.47813,0.46863,0.45024,0.46148,0.57500,0.53220,No
1903,0.53064,0.44929,0.65878,0.68455,0.64905,0.67017,0.49744,0.67358,No
1904,0.17166,0.25364,0.31663,0.52791,0.37894,0.46135,0.55192,0.46495,No
1905,0.14421,0.21415,0.32312,0.45505,0.37290,0.41878,0.45256,0.43901,No
1906,0.12069,0.26883,0.32482,0.35491,0.3733294661825993,0.31487,0.29231,0.36914,No
1907,0.14622,0.18094,0.25572,0.45745,0.34030,0.40522,0.32692,0.41846,No
1908,0.11970,0.19371,0.31331,0.37419,0.32331,0.35197,0.35256,0.44283,No
1909,0.26881,0.17820,0.38719,0.43974,0.3733294661825993,0.40831,0.38782,0.53870,No
1910,0.28044,0.20779417458829874,0.41008,0.49015,0.39079,0.44612,0.43077,0.58971,No
1911,0.16049,0.28688,0.35112,0.53188,0.41899,0.48179,0.42308,0.51186,No
1912,0.33793,0.18586,0.34889,0.54769,0.39368,0.47888,0.29487,0.60229,No
1913,0.10722,0.28993,0.28107,0.38366,0.3733294661825993,0.34981,0.51987,0.31928,No
1914,0.23233,0.24830,0.33836,0.43390,0.34240,0.39331,0.36282,0.47114,No
1915,0.19389,0.32563,0.37307,0.47457,0.44539,0.46252,0.37949,0.49527,No
1916,0.19723943658210857,0.15880,0.15797,0.44774,0.31908,0.39023,0.38013,0.36324,No
1917,0.18774,0.11616,0.25059,0.42906,0.3733294661825993,0.39707,0.33013,0.40800,No
1918,0.13572,0.20779417458829874,0.42503,0.46500,0.40330,0.43809,0.43526,0.53955,No
1919,0.09616,0.33149,0.31941228636485386,0.50465,0.42860,0.47129,0.47756,0.53310,No
1920,0.07806,0.21734,0.20494,0.39611,0.32248,0.36357,0.41538,0.34491,No
1921,0.11653,0.25235,0.21088,0.40607,0.37718,0.39397,0.31859,0.20433,No
1922,0.11553,0.21445,0.27327,0.42681,0.38589,0.40927,0.27436,0.28147,No
1923,0.11095,0.20779417458829874,0.24227,0.46663,0.35652,0.41763,0.51603,0.38233,No
1924,0.09570,0.25165,0.28998,0.37035,0.34004,0.35751,0.42115,0.34438,No
1925,0.24421,0.11435,0.26332,0.45084,0.32897,0.39644,0.28013,0.47205,No
1926,0.03425,0.43796,0.30335,0.41060,0.39872,0.40627,0.39231,0.39120,No
1927,0.14157,0.25137,0.31941228636485386,0.42799,0.38509,0.40956,0.34487,0.46342,No
1928,0.15222,0.17895,0.32043,0.37335,0.34281,0.36041,0.35321,0.43846,No
1929,0.21121,0.31482,0.40156,0.49293,0.41186,0.45725,0.42372,0.52214,No
1930,0.17330,0.34848,0.38130,0.34619,0.31591,0.41793702492629414,0.382786678242288,0.36615,No
1931,0.13828,0.23529,0.26377,0.50232,0.41327,0.46303,0.37628,0.42161,No
1932,0.05229,0.12942,0.15739,0.40969,0.30113,0.36126,0.44295,0.34028,No
1933,0.20739,0.12077,0.26524,0.40315,0.33994,0.37538,0.24423,0.34053,No
1934,0.02864,0.48433,0.34889,0.44467,0.44536,0.44617,0.42115,0.38363,No
1935,0.35689,0.17942,0.35306,0.53332,0.43221,0.48861,0.30769,0.61075,No
1936,0.33459,0.20702,0.36975,0.55284,0.45092,0.50781,0.41154,0.63383,No
1937,0.22911,0.07088,0.22750,0.38029,0.35085,0.36787,0.27372,0.23874,No
1938,0.27155,0.14935,0.26614,0.45330813950386717,0.32019,0.39566,0.23013,0.41286,No
1939,0.14016,0.23125,0.28871,0.54470,0.41587,0.48737,0.47115,0.54033,No
1940,0.22860,0.11070,0.26215,0.41228,0.33713,0.37909,0.30897,0.40343,No
1941,0.19723943658210857,0.30976,0.33953,0.40419,0.37724,0.39297,0.34167,0.40368,No
1942,0.20481,0.31680,0.34889,0.44146,0.39613,0.42195,0.34231,0.42095,No
1943,0.32759,0.27737,0.40478,0.52501,0.3733294661825993,0.49192,0.47564,0.46326046862375425,No
1944,0.15597,0.06434,0.23871,0.23089,0.16376,0.20088,0.14744,0.36914,No
1945,0.12516,0.25344,0.27655,0.46865,0.37774,0.42842,0.28141,0.45235,No
1946,0.13762,0.28383,0.28217,0.47298,0.37628,0.43012,0.36603,0.49890,No
1947,0.12763,0.19913,0.25827,0.54176,0.39684,0.47708,0.46538,0.51156,No
1948,0.18996,0.21033,0.36136,0.43518,0.37304,0.40799,0.32949,0.49606,No
1949,0.12345,0.42009,0.51626,0.46134,0.44690,0.45598,0.43269,0.55225,No
1950,0.10373,0.23961,0.23796,0.47260,0.36943,0.42678,0.48590,0.41176,No
1951,0.22782,0.42288,0.43883,0.50299,0.48418,0.49574,0.61474,0.54465,No
1952,0.28966,0.26286,0.41871,0.55345,0.45882,0.51175,0.28526,0.54233,No
1953,0.10398,0.23590,0.27327,0.50767,0.43794,0.47720,0.65321,0.48073,No
1954,0.10212,0.29870,0.33732,0.43037,0.38374,0.41024,0.41218,0.47290,No
1955,0.14008,0.34668,0.42530,0.50591,0.42288,0.46938,0.36282,0.56725,No
1956,0.17833,0.19861,0.30776,0.46917,0.41753,0.44686,0.35577,0.44419,No
1957,0.10240,0.19008,0.23399,0.48500,0.42751,0.46006,0.27756,0.46805,No
1958,0.04165,0.36812,0.29697,0.46608,0.39747,0.43602,0.382786678242288,0.45698,No
1959,0.21121,0.14375,0.27516,0.34000,0.32785,0.33536,0.29103,0.37643,No
1960,0.19723943658210857,0.18474,0.24230,0.49278,0.35478,0.43113,0.32051,0.46465,No
1961,0.21371,0.19835,0.34723,0.47828,0.3733294661825993,0.44375,0.47436,0.40969,No
1962,0.20637,0.28730,0.37141,0.53796,0.3733294661825993,0.51780,0.38718,0.56135,No
1963,0.10087,0.47852,0.41806,0.50807,0.46980,0.49196,0.44423,0.55241,No
1964,0.25558,0.14057,0.43740,0.55924,0.44746,0.50973,0.24103,0.46326046862375425,No
1965,0.34660,0.06434,0.34241,0.43221,0.40397,0.42048,0.29744,0.46479,No
1966,0.28615,0.13490,0.26395,0.39509,0.32940,0.36617,0.35962,0.40111,No
1967,0.32302,0.55348,0.57813,0.62275,0.59303,0.61084,0.48141,0.62286,No
1968,0.18466,0.16758,0.24990,0.45135,0.34663,0.40477,0.59936,0.41246,No
1969,0.20004,0.15030,0.28031,0.46096,0.35088,0.41197,0.30897,0.50420,No
1970,0.09272,0.29324,0.28210,0.36662,0.35412,0.36189,0.42244,0.37199,No
1971,0.27400,0.17581,0.32992,0.40537,0.36519,0.38812,0.47115,0.40695,No
1972,0.29738,0.26764,0.39271,0.50974,0.47646,0.49591,0.36603,0.53701,No
1973,0.05648,0.40770,0.27261,0.45210,0.41066,0.43440,0.41410,0.36395,No
1974,0.20350,0.18315,0.31045,0.47399,0.35254,0.41984,0.33462,0.46326046862375425,No
1975,0.19723943658210857,0.33269,0.37308,0.45115,0.38994,0.42442,0.54167,0.41939,No
1976,0.18300,0.33213,0.41125,0.51632,0.3733294661825993,0.48904,0.61667,0.53411,No
1977,0.36643,0.15115,0.44534,0.41660,0.39493,0.40800,0.31218,0.46326046862375425,No
1978,0.25424,0.24907,0.42681,0.45330813950386717,0.40627,0.43508,0.30000,0.53139,No
1979,0.31215,0.20153,0.44534,0.44435,0.38947,0.42050,0.45192,0.52083,No
1980,0.19969,0.20909,0.29527,0.51639,0.37267,0.45219,0.39295,0.50691,No
1981,0.21283,0.30191,0.33530,0.51887,0.40035,0.46617,0.45256,0.48303,No
1982,0.31435,0.36956,0.55073,0.54440,0.46059,0.50761,0.44936,0.58602,No
1983,0.20161,0.23760,0.33692,0.41770,0.40250,0.41188,0.33718,0.39961,No
1984,0.25273,0.18765,0.34349,0.42390,0.33902,0.38630,0.35385,0.42095,No
1985,0.30825,0.19072,0.39302,0.44851,0.35160,0.40549,0.51346,0.50147,No
1986,0.17522,0.21684,0.36114,0.48159,0.39240,0.41793702492629414,0.49038,0.50464,No
1987,0.19026,0.23544,0.33421,0.49141,0.3733294661825993,0.44394,0.40897,0.51540,No
1988,0.22232,0.24761,0.35523,0.49092,0.38531,0.44404,0.65192,0.46326046862375425,No
1989,0.36701,0.15925,0.35899,0.39203,0.28948,0.34629,0.44936,0.49147,No
1990,0.15472,0.22169,0.26869,0.34485,0.33383,0.34074,0.31154,0.34667,No
1991,0.19789,0.13186,0.25780,0.45319,0.37038,0.41662,0.35833,0.40695,No
1992,0.01857,0.12254,0.11278,0.40207,0.3733294661825993,0.35488,0.40577,0.29570,No
1993,0.25895,0.08011,0.26657,0.37528,0.29306,0.33876,0.23141,0.36736,No
1994,0.20570,0.32727,0.38919,0.53712,0.41936,0.48482,0.37756,0.55160,No
1995,0.16162,0.14545,0.23532,0.45330813950386717,0.33761,0.37643,0.39038,0.35901,No
1996,0.19706,0.30092,0.35098,0.40841,0.37081,0.39234,0.55962,0.42931,No
1997,0.16304,0.16507,0.39324,0.41319,0.37775,0.39812,0.30256,0.47549,No
1998,0.13391,0.27294,0.29292,0.39726,0.38512,0.39277,0.41410,0.41914,No
1999,0.37772,0.15581,0.39096,0.44852,0.34860,0.40412,0.58205,0.45184,No
2000,0.19723943658210857,0.21206,0.32240,0.47363,0.37842,0.43145,0.38974,0.46089,No
2001,0.03203,0.25765,0.23907,0.45466,0.39737,0.42973,0.38269,0.43323,No
2002,0.20454,0.33014,0.34668,0.45987,0.38874,0.42864,0.54679,0.47958,No
2003,0.23467,0.27104,0.40741,0.56011,0.44194,0.50769,0.43846,0.59365,No
2004,0.18891,0.23377,0.30441,0.48501,0.39895,0.44704,0.38462,0.46761,No
2005,0.15612,0.18073,0.30431,0.42654,0.36582,0.39997,0.40897,0.42404,No
2006,0.20163,0.33934,0.39816,0.51159,0.45204,0.48578,0.46154,0.52049,No
2007,0.18659,0.15393,0.25326,0.48941,0.38140,0.44143,0.33526,0.34626,No
2008,0.19534,0.19338,0.38055,0.45254,0.34203,0.40333,0.35962,0.60363,No
2009,0.24790,0.24219,0.34239,0.48724,0.41224,0.45432,0.47372,0.54197,No
2010,0.25915,0.11545,0.29203,0.39385,0.3733294661825993,0.36176,0.27436,0.46326046862375425,No
2011,0.34958,0.12202,0.35001,0.49017,0.38053,0.44145,0.29936,0.55838,No
2012,0.26314,0.23137,0.38343,0.52719,0.41922,0.47933,0.58782,0.54304,No
2013,0.24207,0.09586,0.28974,0.35838,0.34486,0.41793702492629414,0.33782,0.38384,No
2014,0.21215,0.26254,0.38101,0.48481,0.41657,0.41793702492629414,0.44423,0.49878,No
2015,0.22240,0.22935,0.36661,0.48663,0.38219,0.44028,0.39872,0.51235,No
2016,0.28608,0.15488,0.34221,0.32065,0.32054,0.32146,0.28269,0.35927,No
2017,0.25814,0.14520,0.24357,0.44473,0.35624,0.40554,0.30833,0.40476,No
2018,0.19723943658210857,0.11863,0.21443,0.44568,0.33714,0.39735,0.26795,0.36584,No
2019,0.12193,0.21017,0.21099,0.51919,0.35981,0.44786,0.39231,0.40459,No
2020,0.13500,0.22095,0.23054,0.53279,0.38126,0.46507,0.39359,0.41661,No
2021,0.12694,0.21126,0.21246,0.52203,0.36728,0.45282,0.39872,0.42531,No
2022,0.25032,0.08605,0.23967,0.38583,0.29173,0.34392,0.27821,0.36339,No
2023,0.19744,0.16915,0.26842,0.44335,0.34941,0.40167,0.41474,0.41630,No
2024,0.21586,0.15659,0.27280,0.46445,0.36891,0.42210,0.36987,0.46774,No
2025,0.19723943658210857,0.28267,0.39496,0.46211,0.40844,0.43885,0.49872,0.46326046862375425,No
2026,0.18433,0.07603,0.17577,0.49095,0.32581,0.41691,0.382786678242288,0.42849,No
2027,0.19723943658210857,0.18182,0.29394,0.39681,0.29293,0.35047,0.44038,0.32522,No
2028,0.15143,0.34520,0.32703,0.42778,0.42250,0.42651,0.382786678242288,0.46922,No
2029,0.09492,0.12921,0.14771,0.42589,0.31042,0.37434,0.35897,0.24340,No
2030,0.11438,0.29594,0.31648,0.46443,0.42147,0.44606,0.39551,0.48392,No
2031,0.15693,0.24599,0.31107,0.48338,0.41090,0.45160,0.33013,0.48752,No
2032,0.22404,0.17328,0.34657,0.46556,0.38590,0.43046,0.45833,0.55978,No
2033,0.18068,0.13249,0.23794,0.47706,0.33918,0.41543,0.31667,0.42916,No
2034,0.33793,0.07603,0.31941228636485386,0.33996,0.20806,0.28069,0.34551,0.41153,No
